invoice_number,customer_name,due_date,total,balance,status,payment_mode,organization
INV-059930,EWASTE+,2025-04-09,339.9,0.0,paid,N/A,GoFleet Corporation
INV-059929,Toram Mechanical,2025-04-09,201.95,0.0,paid,N/A,GoFleet Corporation
INV-059928,BentallGreenOak,2025-04-09,421.21,0.0,paid,N/A,GoFleet Corporation
INV-059927,Macay Enterprises,2025-04-09,171.84,0.0,paid,N/A,GoFleet Corporation
INV-059926,Unique Store Fixtures Ltd,2025-04-09,152.33,152.33,overdue,N/A,GoFleet Corporation
INV-059925,The Grounds Guys of Oakville,2025-04-09,345.51,0.0,paid,N/A,GoFleet Corporation
INV-059924,Guru Road Connections Ltd,2025-04-09,932.4,932.4,overdue,N/A,GoFleet Corporation
INV-059923,Ramcom Communications Inc,2025-04-09,159.25,0.0,paid,N/A,GoFleet Corporation
INV-059922,OLYMPIC EXPRESS INC,2025-04-08,397.76,0.0,paid,N/A,GoFleet Corporation
INV-059921,Sydney Airport,2025-04-08,1815.0,1815.0,overdue,N/A,GoFleet Corporation
INV-059920,Cascades Canada ULC,2025-04-08,676.87,0.0,paid,N/A,GoFleet Corporation
INV-059919,Robertson Landscaping,2025-04-08,118.65,0.0,paid,N/A,GoFleet Corporation
INV-059918,Memios LLC,2025-04-08,45.32,0.0,paid,N/A,GoFleet Corporation
INV-059917,Khobran Holdings Ltd,2025-03-09,76.38,0.0,paid,N/A,GoFleet Corporation
INV-059916,Northern Log Hauling Ltd,2025-03-09,229.15,0.0,paid,N/A,GoFleet Corporation
INV-059915,Simtech Solutions,2025-04-08,69.24,0.0,paid,N/A,GoFleet Corporation
INV-059914,Kile Contr Inc,2025-04-08,27.12,0.0,paid,N/A,GoFleet Corporation
INV-059913,J&K Hydroseeding & Mulching,2025-04-08,27.7,0.0,paid,N/A,GoFleet Corporation
INV-059912,Ibexcomm Import Export Inc,2025-03-09,25.78,0.0,paid,N/A,GoFleet Corporation
INV-059911,HRC4Trans LLC,2025-03-09,23.0,0.0,paid,N/A,GoFleet Corporation
INV-059910,Mohawk Networks LLC,2025-03-09,123.6,0.0,paid,N/A,GoFleet Corporation
INV-059909,Koda Resources,2025-04-08,45.0,0.0,paid,N/A,GoFleet Corporation
INV-059908,EM Dynamics Inc,2025-03-09,57.7,0.0,paid,N/A,GoFleet Corporation
INV-059907,SCI-US/Miami PCC,2025-04-08,105.0,0.0,paid,N/A,GoFleet Corporation
INV-059906,Kenwell Trucking,2025-04-08,27.12,0.0,paid,N/A,GoFleet Corporation
INV-059905,Applied Construction Solutions,2025-04-08,1178.0,0.0,paid,N/A,GoFleet Corporation
INV-059904,Peninsula Glass Inc,2025-03-09,336.18,0.0,paid,N/A,GoFleet Corporation
INV-059903,University of Guelph,2025-03-09,144.64,0.0,paid,N/A,GoFleet Corporation
INV-059902,Granite Heavy Equipment Repair,2025-04-08,32.34,0.0,paid,N/A,GoFleet Corporation
INV-059901,Canadian Craft Tours ltd,2025-04-08,1389.56,0.0,paid,N/A,GoFleet Corporation
INV-059900,Dogwalks,2025-04-08,148.32,0.0,paid,N/A,GoFleet Corporation
INV-059899,J. Carpiolin Transport,2025-04-08,92.7,0.0,paid,N/A,GoFleet Corporation
INV-059898,Sigfusson Northern,2025-04-08,9450.13,0.0,paid,N/A,GoFleet Corporation
INV-059897,Upper Canada Forestry,2025-04-08,9286.34,0.0,paid,N/A,GoFleet Corporation
INV-059896,WH Long Companies,2025-04-08,203.42,0.0,paid,N/A,GoFleet Corporation
INV-059895,Architectural Millwork Design,2025-04-08,214.7,0.0,paid,N/A,GoFleet Corporation
INV-059894,Bossier Parish EMS,2025-04-08,330.0,0.0,paid,N/A,GoFleet Corporation
INV-059893,"Keyhole Technologies, LLC",2025-04-08,19.57,0.0,paid,N/A,GoFleet Corporation
INV-059892,"Controlled Waste Systems, Inc. / CWSI",2025-03-09,679.8,0.0,paid,N/A,GoFleet Corporation
INV-059891,South Plainfield EMS,2025-04-08,192.0,0.0,paid,N/A,GoFleet Corporation
INV-059890,Subsurface Construction,2025-04-08,917.37,0.0,paid,N/A,GoFleet Corporation
INV-059889,Riverside Concrete Forming,2025-04-08,1073.5,0.0,paid,N/A,GoFleet Corporation
INV-059888,Borderline Transport,2025-04-08,98.5,0.0,paid,N/A,GoFleet Corporation
INV-059887,Apollo Truck Repair,2025-04-08,249.26,0.0,paid,N/A,GoFleet Corporation
INV-059886,Eurcan Int'l Trading & Logistics Co.,2025-04-08,51.93,7.72,overdue,N/A,GoFleet Corporation
INV-059885,Progressive Telecom Inc,2025-04-08,617.76,0.0,paid,N/A,GoFleet Corporation
INV-059884,Burnbrae Farms - Calgary,2025-04-08,925.05,0.0,paid,N/A,GoFleet Corporation
INV-059883,Pioneer Resources LLC,2025-04-07,43.0,0.0,paid,N/A,GoFleet Corporation
INV-059882,907 Electric Alaska (USD),2025-04-07,261.77,0.0,paid,N/A,GoFleet Corporation
INV-059881,MJP logistics LLC,2025-04-07,21.63,0.0,paid,N/A,GoFleet Corporation
INV-059880,Centra Pipelines,2025-04-07,61.02,0.0,paid,N/A,GoFleet Corporation
INV-059879,CarBodyLab California LLC,2025-04-07,213.0,0.0,paid,N/A,GoFleet Corporation
INV-059878,Coast Provision,2025-04-07,71.17,0.0,paid,N/A,GoFleet Corporation
INV-059877,Terry Mckeeman Trucking,2025-04-07,24.7,0.0,paid,N/A,GoFleet Corporation
INV-059876,A & A Transport LLC,2025-04-07,252.35,252.35,overdue,N/A,GoFleet Corporation
INV-059875,Vale Canada Limited,2025-04-07,41.48,0.0,paid,N/A,GoFleet Corporation
INV-059874,Gercin Enterprises Inc,2025-04-07,72.45,0.0,paid,N/A,GoFleet Corporation
INV-059873,Brad's Float Service,2025-04-07,28.85,0.0,paid,N/A,GoFleet Corporation
INV-059872,TOWNSEND DOOR & MILLWORK LTD,2025-04-07,29.92,0.0,paid,N/A,GoFleet Corporation
INV-059871,The Squires Lawn & Garden,2025-04-07,938.18,0.0,paid,N/A,GoFleet Corporation
INV-059870,Integrity-Emmons LLC,2025-04-07,415.76,0.0,paid,N/A,GoFleet Corporation
INV-059869,"Village Supply, Inc.",2025-04-07,150.0,0.0,paid,N/A,GoFleet Corporation
INV-059868,Caplinger Company,2025-04-07,1682.0,0.0,paid,N/A,GoFleet Corporation
INV-059867,Brothers H D D Inc.,2025-04-07,1334.45,0.0,paid,N/A,GoFleet Corporation
INV-059866,Vale Canada Limited,2025-04-07,624.89,0.0,paid,N/A,GoFleet Corporation
INV-059865,Festival Hydro,2025-04-07,225.72,0.0,paid,N/A,GoFleet Corporation
INV-059864,GMH Fleet Services Inc,2025-04-07,109.63,109.63,void,N/A,GoFleet Corporation
INV-059863,Auto Glass Worx,2025-04-07,103.69,0.0,paid,N/A,GoFleet Corporation
INV-059862,Thirst First Coffee Services,2025-04-07,673.82,0.0,paid,N/A,GoFleet Corporation
INV-059861,Burnbrae Farms - Island Egg BC,2025-04-07,462.21,0.0,paid,N/A,GoFleet Corporation
INV-059860,Trylon TSF Inc.,2025-04-07,264.42,0.0,paid,N/A,GoFleet Corporation
INV-059859,Shortgrass Library Board,2025-04-07,55.72,0.0,paid,N/A,GoFleet Corporation
INV-059858,Dufferin Peel Catholic District School Board,2025-04-07,1627.77,0.0,paid,N/A,GoFleet Corporation
INV-059857,Cascades Canada ULC,2025-04-06,5629.42,5629.42,overdue,N/A,GoFleet Corporation
INV-059856,"Go Happy Transportation, Inc",2025-04-06,465.0,0.0,paid,N/A,GoFleet Corporation
INV-059855,MAC Towing & Hauling LLC,2025-04-06,24.0,0.0,paid,N/A,GoFleet Corporation
INV-059854,EVERGLADES HARVESTING INC,2025-04-06,350.0,350.0,overdue,N/A,GoFleet Corporation
INV-059853,Global Wildfire,2025-04-06,69.0,0.0,paid,N/A,GoFleet Corporation
INV-059852,Konveni Holding Limited,2025-04-06,27.7,0.0,paid,N/A,GoFleet Corporation
INV-059851,Polyethics Industries,2025-04-06,22.6,0.0,paid,N/A,GoFleet Corporation
INV-059850,Layten gould,2025-04-06,30.9,0.0,paid,N/A,GoFleet Corporation
INV-059849,Odd Job Rod,2025-03-07,34.62,0.0,paid,N/A,GoFleet Corporation
INV-059848,Chosen1logistics,2025-04-06,30.0,0.0,paid,N/A,GoFleet Corporation
INV-059847,Dawood Khan,2025-04-06,51.56,0.0,paid,N/A,GoFleet Corporation
INV-059846,Costy's Energy Service,2025-04-06,776.0,0.0,paid,N/A,GoFleet Corporation
INV-059845,The B.O.R. Aggregate Company INC.,2025-04-06,53.08,0.0,paid,N/A,GoFleet Corporation
INV-059844,Trendline Logistics INC,2025-04-06,34.65,0.0,paid,N/A,GoFleet Corporation
INV-059843,Mission Building Supplies,2025-04-06,420.0,0.0,paid,N/A,GoFleet Corporation
INV-059842,First Choice Transporters,2025-04-06,25.75,0.0,paid,N/A,GoFleet Corporation
INV-059841,Niagara Fitness,2025-04-06,189.84,0.0,paid,N/A,GoFleet Corporation
INV-059840,The Grounds Guys of Newmarket,2025-04-06,57.7,0.0,paid,N/A,GoFleet Corporation
INV-059839,KPS Forwarding,2025-04-06,44.62,0.0,paid,N/A,GoFleet Corporation
INV-059838,Rice Transport Inc,2025-04-06,55.62,0.0,paid,N/A,GoFleet Corporation
INV-059837,Merit Medical,2025-04-06,172.52,0.0,paid,N/A,GoFleet Corporation
INV-059836,Huron Alloys,2025-04-06,237.3,237.3,overdue,N/A,GoFleet Corporation
INV-059835,Province Electric Supply,2025-04-06,500.9,0.0,paid,N/A,GoFleet Corporation
INV-059834,Burnbrae Farms - Strathroy (ON),2025-04-06,892.7,0.0,paid,N/A,GoFleet Corporation
INV-059833,Joe Johnson Equipment,2025-04-05,4864.65,0.0,paid,N/A,GoFleet Corporation
INV-059832,Onsight Healthcare,2025-03-06,1470.23,0.0,paid,N/A,GoFleet Corporation
INV-059831,Mistic Hauling Inc,2025-04-05,87.15,87.15,overdue,N/A,GoFleet Corporation
INV-059830,District of Summerland,2025-04-05,1597.92,0.0,paid,N/A,GoFleet Corporation
INV-059829,Eco Sense Holdings Limited,2025-04-05,33.6,0.0,paid,N/A,GoFleet Corporation
INV-059828,Monica Baldwin (USD),2025-04-05,28.79,0.0,paid,N/A,GoFleet Corporation
INV-059827,Palladino Auto Group,2025-04-05,30.51,0.0,paid,N/A,GoFleet Corporation
INV-059826,Air Measurement LLC,2025-03-06,23.69,0.0,paid,N/A,GoFleet Corporation
INV-059825,Stahlke Services llc,2025-03-06,12.5,0.0,paid,N/A,GoFleet Corporation
INV-059824,Nirvana logistics,2025-04-05,27.7,0.0,paid,N/A,GoFleet Corporation
INV-059823,Tin Shack Ltd,2025-04-05,25.99,0.0,paid,N/A,GoFleet Corporation
INV-059822,SAM Construction Group LLC,2025-04-05,1236.25,0.0,paid,N/A,GoFleet Corporation
INV-059821,Bins on Wheels,2025-04-05,26.44,26.44,overdue,N/A,GoFleet Corporation
INV-059820,Legendary Motorcar Company,2025-04-05,53.08,0.0,paid,N/A,GoFleet Corporation
INV-059819,Trans-Cold,2025-04-05,1056.98,0.0,paid,N/A,GoFleet Corporation
INV-059818,Mirmil Products Millwork,2025-04-05,138.0,0.0,paid,N/A,GoFleet Corporation
INV-059817,Rayan Investments Ltd,2025-04-05,2415.0,0.0,paid,N/A,GoFleet Corporation
INV-059816,Danico Landscaping,2025-04-05,556.23,0.0,paid,N/A,GoFleet Corporation
INV-059815,GNB Global Inc.,2025-04-05,1144.0,0.0,paid,N/A,GoFleet Corporation
INV-059814,ABSOLUTE INTERIOR,2025-04-05,1402.11,0.0,paid,N/A,GoFleet Corporation
INV-059813,Taylor Moving,2025-04-05,518.67,0.0,paid,N/A,GoFleet Corporation
INV-059812,Sources Community Resources Centers,2025-04-05,991.84,0.0,paid,N/A,GoFleet Corporation
INV-059811,Lewis Motor Sales Inc.,2025-04-05,2175.25,2175.25,draft,N/A,GoFleet Corporation
INV-059810,Miller Waste Systems,2025-04-04,519.8,519.8,overdue,N/A,GoFleet Corporation
INV-059808,Rogue Inc,2025-04-04,630.0,0.0,paid,N/A,GoFleet Corporation
INV-059807,Hydro Hauling Operations,2025-04-04,2172.5,0.0,paid,N/A,GoFleet Corporation
INV-059806,ABSOLUTE INTERIOR,2025-04-04,1743.03,0.0,paid,N/A,GoFleet Corporation
INV-059805,Starwood Landscape,2025-04-04,165.0,0.0,paid,N/A,GoFleet Corporation
INV-059804,Gurdev Logistics Inc,2025-04-04,33.9,0.0,paid,N/A,GoFleet Corporation
INV-059803,"Pentaurus, LLC (USD)",2025-04-04,341.69,0.0,paid,N/A,GoFleet Corporation
INV-059802,Dunrite Rubber & Plastic,2025-04-04,61.02,0.0,paid,N/A,GoFleet Corporation
INV-059801,Silver Star Movers Inc,2025-04-04,180.0,0.0,paid,N/A,GoFleet Corporation
INV-059800,Viveck Aryan Transport Inc,2025-03-05,30.51,0.0,paid,N/A,GoFleet Corporation
INV-059799,Brad Aitken dba Brad Aitken & Sons Trucking,2025-03-05,47.38,0.0,paid,N/A,GoFleet Corporation
INV-059798,McElhaney Trucking,2025-04-04,142.14,0.0,paid,N/A,GoFleet Corporation
INV-059797,Twin city used cars,2025-04-04,26.78,0.0,paid,N/A,GoFleet Corporation
INV-059796,Reuther Farms,2025-04-04,26.55,0.0,paid,N/A,GoFleet Corporation
INV-059795,Simon Van Spronsen Greenhouses Ltd,2025-04-04,27.7,0.0,paid,N/A,GoFleet Corporation
INV-059794,Cresco lines,2025-04-04,20.0,20.0,overdue,N/A,GoFleet Corporation
INV-059793,"Public Utilities Maintenance, Inc.",2025-04-04,648.05,0.0,paid,N/A,GoFleet Corporation
INV-059792,CMI Heavy Industries,2025-03-05,31.15,0.0,paid,N/A,GoFleet Corporation
INV-059791,Capital City Renewables,2025-04-04,65.0,0.0,paid,N/A,GoFleet Corporation
INV-059790,Imperial Fence,2025-04-04,689.3,0.0,paid,N/A,GoFleet Corporation
INV-059789,Cugini Landscaping,2025-04-04,46.05,0.0,paid,N/A,GoFleet Corporation
INV-059788,EARLBECK GASES & TECHNOLOGIES,2025-04-04,199.5,0.0,paid,N/A,GoFleet Corporation
INV-059787,Tolko Industries - Cariboo Woodlands (CRW),2025-04-04,3320.85,0.0,paid,N/A,GoFleet Corporation
INV-059786,Electrical Contracting,2025-04-04,719.58,719.58,overdue,N/A,GoFleet Corporation
INV-059785,Maid Simply,2025-04-04,159.25,0.0,paid,N/A,GoFleet Corporation
INV-059784,Just Junk Franchising Corp,2025-04-04,3000.4,0.0,paid,N/A,GoFleet Corporation
INV-059783,JUST Logistics Group,2025-04-03,10736.5,10736.5,void,N/A,GoFleet Corporation
INV-059782,FieldsView Farms,2025-03-04,338.15,0.0,paid,N/A,GoFleet Corporation
INV-059781,2342652 Ontario Inc,2025-04-03,358.32,0.0,paid,N/A,GoFleet Corporation
INV-059780,Diversified Ventures,2025-04-03,57.63,0.0,paid,N/A,GoFleet Corporation
INV-059779,1436561 Ontario Inc,2025-04-03,105.93,0.0,paid,N/A,GoFleet Corporation
INV-059778,"DDM Materials, Inc.",2025-04-03,2312.25,0.0,paid,N/A,GoFleet Corporation
INV-059777,Movers4you Inc.,2025-04-03,43.28,0.0,paid,N/A,GoFleet Corporation
INV-059776,Glenway Distribution,2025-04-03,629.86,0.0,paid,N/A,GoFleet Corporation
INV-059775,"Energy Transportation, LLC",2025-04-03,8740.56,0.0,paid,N/A,GoFleet Corporation
INV-059774,Beimel Transportation Services,2025-04-03,1891.9,0.0,paid,N/A,GoFleet Corporation
INV-059773,Myers Well Service,2025-04-03,5803.6,0.0,paid,N/A,GoFleet Corporation
INV-059772,AL Prime Energy,2025-04-03,562.38,0.0,paid,N/A,GoFleet Corporation
INV-059771,Keister Miller Investments,2025-04-03,2293.98,0.0,paid,N/A,GoFleet Corporation
INV-059770,"Scapes, inc",2025-03-04,308.23,0.0,paid,N/A,GoFleet Corporation
INV-059769,Green Ford Lincoln,2025-04-03,119.5,0.0,paid,N/A,GoFleet Corporation
INV-059768,Whiskey Run,2025-04-03,257.29,0.0,paid,N/A,GoFleet Corporation
INV-059767,Renaissance Trucking,2025-04-03,74.16,0.0,paid,N/A,GoFleet Corporation
INV-059766,Approved Site Services,2025-04-03,2013.08,0.0,paid,N/A,GoFleet Corporation
INV-059765,Valley Water Supply,2025-04-03,318.5,0.0,paid,N/A,GoFleet Corporation
INV-059764,Rogue Inc,2025-04-03,3783.24,0.0,paid,N/A,GoFleet Corporation
INV-059763,A1 Building Supplies Ltd.,2025-04-03,392.0,0.0,paid,N/A,GoFleet Corporation
INV-059762,T. Simpson Roofing,2025-04-03,461.03,0.0,paid,N/A,GoFleet Corporation
INV-059761,Fillware Technologies Inc.,2025-04-03,461.03,0.0,paid,N/A,GoFleet Corporation
INV-059760,Ontario Aluminum & Glass,2025-04-03,77.9,0.0,paid,N/A,GoFleet Corporation
INV-059759,Burnbrae Farms - St. Zotique (QC),2025-04-03,1183.35,0.0,paid,N/A,GoFleet Corporation
INV-059758,Build with Care,2025-04-03,662.22,0.0,paid,N/A,GoFleet Corporation
INV-059757,Maple Lane Farm Service,2025-03-04,342.39,0.0,paid,N/A,GoFleet Corporation
INV-059756,Towtal Roadside Solutions Inc.,2025-03-04,1508.55,0.0,paid,N/A,GoFleet Corporation
INV-058625-1,City of Summerside,2025-03-03,521.01,0.0,paid,N/A,GoFleet Corporation
INV-059755,BentallGreenOak (Canada),2025-04-02,0.0,0.0,paid,N/A,GoFleet Corporation
INV-059754,dnata,2025-03-30,7500.0,7500.0,overdue,N/A,GoFleet Corporation
INV-059753,dnata,2025-03-30,8640.0,8640.0,overdue,N/A,GoFleet Corporation
INV-059752,dnata,2025-03-30,4739.55,4739.55,overdue,N/A,GoFleet Corporation
INV-059751,dnata,2025-03-30,750.0,750.0,overdue,N/A,GoFleet Corporation
INV-059750,dnata,2025-03-30,11820.0,11820.0,overdue,N/A,GoFleet Corporation
INV-059749,Superior Towing Services,2025-04-02,108.48,0.0,paid,N/A,GoFleet Corporation
INV-059748,Freewind Bus Service,2025-04-02,113.0,113.0,overdue,N/A,GoFleet Corporation
INV-059747,Arbro Concrete Forming,2025-04-02,27.12,0.0,paid,N/A,GoFleet Corporation
INV-059746,Alpha Company Logistics LLC,2025-03-03,35.43,0.0,paid,N/A,GoFleet Corporation
INV-059745,Multifood Super Market,2025-04-02,26.54,0.0,paid,N/A,GoFleet Corporation
INV-059744,Lian sheng Wholesale,2025-04-02,69.0,0.0,paid,N/A,GoFleet Corporation
INV-059743,CLK/Carl’s Jr./Jamba Juice,2025-04-02,210.0,210.0,overdue,N/A,GoFleet Corporation
INV-059742,0969055 B.C. LTD,2025-04-02,25.78,0.0,paid,N/A,GoFleet Corporation
INV-059741,Trans Haulers Logistics,2025-04-02,27.7,0.0,paid,N/A,GoFleet Corporation
INV-059740,Stidham's Rentals Inc,2025-04-02,309.0,0.0,paid,N/A,GoFleet Corporation
INV-059739,Jaddi Sardar Trucklines,2025-04-02,50.82,0.0,paid,N/A,GoFleet Corporation
INV-059738,James Fischer,2025-03-03,34.62,0.0,paid,N/A,GoFleet Corporation
INV-059737,Force Incorporated,2025-04-02,4378.0,0.0,paid,N/A,GoFleet Corporation
INV-059736,Lamontagne Geophysics Limited,2025-04-02,93.93,0.0,paid,N/A,GoFleet Corporation
INV-059735,"Denton County Electric Cooperative, Inc., d/b/a CoServ Electric",2025-04-02,5077.1,0.0,paid,N/A,GoFleet Corporation
INV-059734,Conservation Halton,2025-04-02,716.71,0.0,paid,N/A,GoFleet Corporation
INV-059733,"CoServ Gas, Ltd., d/b/a CoServ Gas",2025-04-02,2836.57,0.0,paid,N/A,GoFleet Corporation
INV-059732,HDATP: The Service Company,2025-04-02,81.7,0.0,paid,N/A,GoFleet Corporation
INV-059731,Scioto Valley,2025-04-02,192.0,0.0,paid,N/A,GoFleet Corporation
INV-059730,Primus Natural Stone,2025-04-02,123.6,0.0,paid,N/A,GoFleet Corporation
INV-059729,Core Tech,2025-04-02,657.14,0.0,paid,N/A,GoFleet Corporation
INV-059728,Dream Industrial LP,2025-04-02,158.2,0.0,paid,N/A,GoFleet Corporation
INV-059727,Nature Fresh Inc,2025-04-02,2375.83,0.0,paid,N/A,GoFleet Corporation
INV-059726,School District 23 (Kelowna),2025-04-02,5626.88,0.0,paid,N/A,GoFleet Corporation
INV-059725,Venue Vision Media Systems- (Gofleet reseller),2025-04-02,1819.3,1819.3,void,N/A,GoFleet Corporation
INV-059724,Mercedes-Benz Maple,2025-04-02,47.35,0.0,paid,N/A,GoFleet Corporation
INV-059723,Pennine Security Solutions,2025-04-02,151.98,0.0,paid,N/A,GoFleet Corporation
INV-059722,Goodwill Industries of Alberta,2025-04-02,147.0,0.0,paid,N/A,GoFleet Corporation
INV-059721,Cascades Canada ULC,2025-04-01,516.53,0.0,paid,N/A,GoFleet Corporation
INV-059720,FNBP 55 LLC,2025-04-01,90.9,90.9,overdue,N/A,GoFleet Corporation
INV-059719,Ultimate Properties and Logistics (USD),2025-04-01,12.84,0.0,paid,N/A,GoFleet Corporation
INV-059718,Morrisons Custom Feeds (USD),2025-04-01,169.95,0.0,paid,N/A,GoFleet Corporation
INV-059717,Dobbelsteyn Signs Ltd,2025-04-01,27.6,0.0,paid,N/A,GoFleet Corporation
INV-059716,8857121 Canada inc,2025-03-02,150.36,0.0,paid,N/A,GoFleet Corporation
INV-059715,F&J Trucking,2025-03-02,35.0,0.0,paid,N/A,GoFleet Corporation
INV-059714,4318617 Canada Inc,2025-04-01,24.15,0.0,paid,N/A,GoFleet Corporation
INV-059713,Sam Signs Inc,2025-04-01,51.98,0.0,paid,N/A,GoFleet Corporation
INV-059712,Kevron Recycling Incorporated,2025-04-01,27.7,0.0,paid,N/A,GoFleet Corporation
INV-059711,LY Food Inc,2025-04-01,24.86,0.0,paid,N/A,GoFleet Corporation
INV-059710,HAZOOR SINGH TRANSPORTATION INC. O/A 2306511 ONTARIO INC.,2025-04-01,372.74,0.0,paid,N/A,GoFleet Corporation
INV-059709,Hung Shing Meat Trading Ltd,2025-04-01,24.86,0.0,paid,N/A,GoFleet Corporation
INV-059708,Rocket Waste,2025-04-01,197.5,0.0,paid,N/A,GoFleet Corporation
INV-059707,GT French Paper,2025-04-01,385.95,0.0,paid,N/A,GoFleet Corporation
INV-059706,"Partners, Corp.",2025-04-01,121.56,0.0,paid,N/A,GoFleet Corporation
INV-059705,Fasttrac Freight Services,2025-04-01,197.35,0.0,paid,N/A,GoFleet Corporation
INV-059704,"Cipriano Enterprises, Inc. dba RFC Excavating & Landscape Construction",2025-04-01,53.56,0.0,paid,N/A,GoFleet Corporation
INV-059703,VED Trucking,2025-04-01,29.82,0.0,paid,N/A,GoFleet Corporation
INV-059702,Premium Property,2025-03-02,59.74,0.0,paid,N/A,GoFleet Corporation
INV-059701,Blaine Brothers,2025-04-01,2262.91,0.0,paid,N/A,GoFleet Corporation
INV-059700,Goodwill Industries Of Monocacy Valley,2025-04-01,148.32,0.0,paid,N/A,GoFleet Corporation
INV-059699,Papenfuss Trucking,2025-04-01,246.58,0.0,paid,N/A,GoFleet Corporation
INV-059698,Hawthorne Foundation Inc.,2025-04-01,490.0,490.0,overdue,N/A,GoFleet Corporation
INV-059697,Lisbon Paving,2025-04-01,1864.28,0.0,paid,N/A,GoFleet Corporation
INV-059696,BentallGreenOak (Canada),2025-04-01,252.73,0.0,paid,N/A,GoFleet Corporation
INV-059695,Providence Corrosion Ltd.,2025-04-01,57.89,0.0,paid,N/A,GoFleet Corporation
INV-059694,Pristine Pools,2025-03-02,316.4,0.0,paid,N/A,GoFleet Corporation
INV-059693,Burnbrae Farms - Lyn (ON),2025-04-01,2968.51,0.0,paid,N/A,GoFleet Corporation
INV-059692,Husky Food Importers & Distributors,2025-04-01,155.94,0.0,paid,N/A,GoFleet Corporation
INV-059691,Whitelaw Transportation Solutions,2025-04-01,101.7,101.7,overdue,N/A,GoFleet Corporation
INV-059690,SASK FREIGHTLINES,2025-04-01,518.33,0.0,paid,N/A,GoFleet Corporation
INV-059689,Puro Clean Property Restoration,2025-04-01,441.41,0.0,paid,N/A,GoFleet Corporation
INV-059688,Pro North Roofing,2025-04-01,176.56,0.0,paid,N/A,GoFleet Corporation
INV-059687,Town of Whitchurch-Stouffville,2025-03-31,1963.96,0.0,paid,N/A,GoFleet Corporation
INV-059686,Precise Logistics Inc,2025-03-31,33.9,0.6,overdue,N/A,GoFleet Corporation
INV-059685,Liberty Trailer Company Inc. (USD),2025-03-31,86.37,0.0,paid,N/A,GoFleet Corporation
INV-059684,Lachance Northlands,2025-03-31,27.12,0.0,paid,N/A,GoFleet Corporation
INV-059683,Big Rich Hauling,2025-03-31,43.77,0.0,paid,N/A,GoFleet Corporation
INV-059682,Pacific RV Ventures Inc.,2025-03-31,34.65,0.0,paid,N/A,GoFleet Corporation
INV-059681,Town Taxi Inc,2025-03-31,84.75,0.0,paid,N/A,GoFleet Corporation
INV-059680,Bermuda Skyport Corporation Ltd.,2025-03-31,201.0,0.0,paid,N/A,GoFleet Corporation
INV-059679,Wei Ming Trading Company,2025-03-31,311.88,0.0,paid,N/A,GoFleet Corporation
INV-059678,Bracts & Pistils,2025-03-31,207.72,0.0,paid,N/A,GoFleet Corporation
INV-059677,Beneco Packaging,2025-03-31,109.98,0.0,paid,N/A,GoFleet Corporation
INV-059676,JRC Trucking LLC,2025-03-31,20.57,20.57,overdue,N/A,GoFleet Corporation
INV-059675,Bank-Strox Renovation INC,2025-03-31,119.9,0.0,paid,N/A,GoFleet Corporation
INV-059674,J. O. A Transport,2025-03-31,119.92,0.0,paid,N/A,GoFleet Corporation
INV-059673,RRR Tire,2025-03-31,800.31,0.0,paid,N/A,GoFleet Corporation
INV-059672,Hugills Roll-Off Service Inc,2025-03-31,161.45,0.0,paid,N/A,GoFleet Corporation
INV-059671,St. Maarten Shipping & Stevedoring,2025-03-31,748.5,0.0,paid,N/A,GoFleet Corporation
INV-059670,Methuen Auto care,2025-03-31,292.57,0.0,paid,N/A,GoFleet Corporation
INV-059669,Qualified Equipment Services Inc.,2025-03-31,133.63,0.0,paid,N/A,GoFleet Corporation
INV-059668,Aecon Transportation West,2025-05-30,6783.0,6783.0,sent,N/A,GoFleet Corporation
INV-059667,Rethink Resource,2025-03-31,566.78,0.0,paid,N/A,GoFleet Corporation
INV-059666,Toledo Spring Service,2025-03-31,111.24,0.0,paid,N/A,GoFleet Corporation
INV-059665,Solo Foods Inc.,2025-03-31,494.76,0.0,paid,N/A,GoFleet Corporation
INV-059664,B xpress INC,2025-03-31,301.79,0.0,paid,N/A,GoFleet Corporation
INV-059663,Cariati Developers,2025-03-31,278.1,0.0,paid,N/A,GoFleet Corporation
INV-059662,RES Water Transfer,2025-03-31,1428.42,0.0,paid,N/A,GoFleet Corporation
INV-059661,Fruit Fresh Up,2025-03-31,129.84,0.0,paid,N/A,GoFleet Corporation
INV-059660,"The Barricade Company, LLC",2025-03-31,2152.7,0.0,paid,N/A,GoFleet Corporation
INV-059659,Orono Police Department,2025-03-31,164.39,0.0,paid,N/A,GoFleet Corporation
INV-059658,Bear Contracting LLC,2025-03-31,378.0,0.0,paid,N/A,GoFleet Corporation
INV-059657,human-I-T,2025-03-31,123.6,0.0,paid,N/A,GoFleet Corporation
INV-059656,HDA Truck Pride,2025-03-31,176.0,0.0,paid,N/A,GoFleet Corporation
INV-059655,Upper Grand District School Board,2025-03-31,2978.54,0.0,paid,N/A,GoFleet Corporation
INV-059654,CITY OF CAMPBELL RIVER,2025-03-31,2521.69,0.0,paid,N/A,GoFleet Corporation
INV-059653,Harp Security,2025-03-31,497.2,0.0,paid,N/A,GoFleet Corporation
INV-059652,Cool Check Air Conditioning,2025-03-31,196.18,0.0,paid,N/A,GoFleet Corporation
